contract_id,criterion,description,label
          227293,Cena bez DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          227294,Cena bez DPH,,Mäso
          227295,Cena s DPH,,Prenosné počítače
          227296,Cena s DPH,,Rôzne chemické výrobky
          227297,Cena s DPH,,Šatníky
          227298,Cena s DPH,,Osobné automobily
          227299,Cena s DPH,,Zemný plyn
          227300,Cena s DPH,,Elektrická energia
          227301,Cena bez DPH,,Prístroje na podporu srdcovej funkcie
          227302,Cena bez DPH,,Elektrická energia
          227303,Cena s DPH,,Antivírusový softvérový balík
          227304,Cena bez DPH,,Mechanizmy na úpravu povrchu vozoviek
          227305,Cena s DPH,,Elektrická energia
          227306,Cena s DPH,,Skartovače
          227307,Cena bez DPH,,Plachty
          227308,Cena s DPH,,Prenosné počítače
          227309,Cena s DPH,,Opravy a údržba protipožiarnych zariadení
          227310,Cena s DPH,,Výbava do telocvične
          227311,Cena s DPH,,Stolový počítač
          227312,Cena s DPH,,"Výpusty, kohúty, ventily a podobné príslušenstvo"
          227313,Cena s DPH,,Vozidlá pre sociálnu starostlivosť
          227314,Cena s DPH,,Technická kontrola
          227315,Cena s DPH,,Prekladateľské služby
          227316,Cena s DPH,,Prenosné počítače
          227317,Cena s DPH,,Tlmočnícke služby
          227318,Cena s DPH,,Tesniace tmely
          227319,Cena s DPH,,Špecializované chemické výrobky
          227320,Cena s DPH,,Časti náradia
          227321,Cena bez DPH,,Špecializované chemické výrobky
          227322,Cena s DPH,,Predmety osobnej starostlivosti
          227323,Cena s DPH,,Likvidácia a spracovanie odpadu
          227324,Cena bez DPH,,Laboratórne pipety a príslušenstvo
          227325,Cena bez DPH,,Diagnostické súpravy
          227326,Cena s DPH,,Opravy fotokopírovacích strojov
          227327,Cena s DPH,,Zemný plyn
          227328,Cena s DPH,,Galvanické články
          227329,Cena s DPH,,Nábytok
          227330,Cena s DPH,,Tonerové náplne
          227331,Cena bez DPH,,Plastové výrobky
          227332,Cena s DPH,,Zdviháky vozidiel
          227333,Cena s DPH,,Tlačiarenské a príbuzné služby
          227334,Cena s DPH,,Príslušenstvo na manipuláciu s tovarom na báze oceľových lán
          227335,Cena bez DPH,,Kancelárske potreby
          227336,Cena s DPH,,Elektrická energia
          227337,Cena s DPH,,Elektrická energia
          227338,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          227339,Cena s DPH,,Meracie nástroje
          227340,Cena s DPH,,Osvetľovacie zariadenia a elektrické žiarovky
          227341,Cena s DPH,,Zemný plyn
          227342,Cena s DPH,,Spracované ovocie a zelenina
          227343,Cena bez DPH,,Zemný plyn
          227344,Cena s DPH,,Písací papier
          227345,Cena s DPH,,Špecializované chemické výrobky
          227346,Cena bez DPH,,Regály
          227347,Cena bez DPH,,"Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora"
          227348,Cena s DPH,,"Toaletný papier, vreckovky, uteráky na ruky a servítky"
          227349,Cena bez DPH,,Klimatizačné zariadenia
          227350,Cena s DPH,,Elektrická energia
          227351,Cena bez DPH,,Kontajnery na skvapalnené plyny
          227352,Cena s DPH,,Fotokopírovacie stroje
          227353,Cena s DPH,,"Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky"
          227354,Cena bez DPH,,Diagnostické činidlá
          227355,Cena s DPH,,Osobné automobily
          227356,Cena s DPH,,Sklenené výrobky pre farmáciu
          227357,Cena s DPH,,Dodávkové automobily skriňové
          227358,Cena s DPH,,Plastové výrobky
          227359,Cena bez DPH,,Soľ na posyp ciest
          227360,Cena s DPH,,Stoličky
          227361,Cena s DPH,,Lanká
          227362,Cena s DPH,,Osobné automobily
          227363,Cena s DPH,,Elektroizolačná páska
          227364,Cena s DPH,,Dielenské zariadenia
          227365,Cena s DPH,,Batérie
          227366,Cena s DPH,,Kancelárske potreby
          227367,Cena s DPH,,Zemný plyn
          227368,Cena s DPH,,Elektrická energia
          227369,Cena s DPH,,Visiace zámky
          227370,Cena bez DPH,,Rôzne náhradné diely
          227371,Cena bez DPH,,Rôzne náhradné diely
          227372,Cena s DPH,,Priemyselné vybavenie kuchýň
          227373,Cena s DPH,,Tabletový počítač
          227374,Cena s DPH,,Mäso
          227375,Cena bez DPH,,Tonerové náplne
          227376,Cena s DPH,,Materiály na zimnú údržbu
          227377,Cena s DPH,,Periférne vybavenie
          227378,Cena bez DPH,,Digitálne fotoaparáty
          227379,Cena bez DPH,,Zubolekárske ručné nástroje
          227380,Cena s DPH,,Elektronické komponenty
          227381,Cena s DPH,,Špongie
          227382,Cena bez DPH,,Zubolekárske prístroje
          227383,Cena s DPH,,Spotrebiče pre domácnosť
          227384,Cena bez DPH,,Olovené akumulátory
          227385,Cena s DPH,,Zemný plyn
          227386,Cena s DPH,,Osobné počítače
          227387,Cena bez DPH,,Čistiace a leštiace výrobky
          227388,Cena bez DPH,,Tonerové náplne
          227389,Cena s DPH,,Vozidlá pre sociálnu starostlivosť
          227390,Cena s DPH,,Lavice alebo stojany na závažia
          227391,Cena s DPH,,Stacionárne bicykle
          227392,Cena s DPH,,Futbalové lopty
          227393,Cena s DPH,,Škatule na kompost
          227394,Cena bez DPH,,Žiarovky
          227395,Cena s DPH,,Prenosné počítače
          227396,Cena s DPH,,Elektrická energia
          227397,Cena s DPH,,Stravné poukážky
          227398,Cena s DPH,,Videoprojektory
          227399,Cena bez DPH,,Pneumatiky na ľahkú záťaž a pneumatiky na vysokú záťaž
          227400,Cena s DPH,,Osobné automobily
          227401,Cena s DPH,,Rôzne organické chemikálie
          227402,Cena bez DPH,,"Zelenina, ovocie a orechy"
          227403,Cena s DPH,,Príslušenstvo na manipuláciu s tovarom na báze oceľových lán
          227404,Cena bez DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          227405,Cena s DPH,,Stravné poukážky
          227406,Cena s DPH,,"Vozíky pre invalidov, kreslá na kolieskach a súvisiace prístroje"
          227407,Cena s DPH,,Papierové hygienické výrobky
          227408,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          227409,Cena s DPH,,Učebnice
          227410,Cena s DPH,,Laboratórne pipety a príslušenstvo
          227411,Cena s DPH,,Elektrická energia
          227412,Cena s DPH,,Antineoplastické činidlá
          227413,Cena s DPH,,Prístroje pre invalidných občanov
          227414,Cena s DPH,,Mixéry potravín
          227415,Cena bez DPH,,Elektropríslušenstvo
          227416,Cena s DPH,,Kancelárske potreby
          227417,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227418,Cena s DPH,,Strážne služby
          227419,Cena s DPH,,Stravné poukážky
          227420,Cena s DPH,,Zabezpečovacie zariadenie
          227421,Cena s DPH,,Propagačný materiál
          227422,Cena s DPH,,Prenosné počítače
          227423,Cena s DPH,,Osobné počítače
          227424,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          227425,Cena s DPH,,Stravné poukážky
          227426,Cena bez DPH,,Poukážky
          227427,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          227428,Cena bez DPH,,Kovoobrábacie stroje
          227429,Cena s DPH,,Pranie a chemické čistenie
          227430,Cena bez DPH,,Sterilizátory
          227431,Cena s DPH,,Elektrická energia
          227432,Cena s DPH,,Čistiace a leštiace výrobky
          227433,Cena bez DPH,,Fotografické zariadenia
          227434,Cena bez DPH,,"Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie"
          227435,Cena bez DPH,,Dielenské zariadenia
          227436,Cena s DPH,,Čistiace a leštiace výrobky
          227437,Cena s DPH,,Kancelársky nábytok
          227438,Cena bez DPH,,Hasiaca pena alebo podobné látky
          227439,Cena bez DPH,,Osobné automobily
          227440,Cena s DPH,,Elektrické prístroje na spínanie alebo ochranu elektrických obvodov
          227441,Cena s DPH,,Školenia a výcvik personálu
          227442,Cena s DPH,,Školenia a výcvik personálu
          227443,Cena s DPH,,Zemný plyn
          227444,Cena s DPH,,Bezpilotné lietadlá
          227445,Cena s DPH,,Zemný plyn
          227446,Cena s DPH,,Bezpilotné lietadlá
          227447,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227448,Cena s DPH,,Technická podpora
          227449,Cena s DPH,,Sklenené výrobky pre laboratóriá
          227450,Cena s DPH,,Osobné automobily
          227451,Cena s DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          227452,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227453,Cena s DPH,,Tonerové náplne
          227454,Cena s DPH,,Alkalické batérie
          227455,Cena s DPH,,Škatule na kompost
          227456,Cena s DPH,,Pneumatiky pre motorové vozidlá
          227457,Cena bez DPH,,Likvidácia tuhého komunálneho odpadu
          227458,Cena bez DPH,,Zdravotnícke vybavenie
          227459,Cena bez DPH,,Elektrotepelné prístroje
          227460,Cena s DPH,,Jednorazové papierové výrobky
          227461,Cena s DPH,,Nabíjače
          227462,Cena bez DPH,,Zdravotnícke vybavenie
          227463,Cena bez DPH,,Diagnostické činidlá
          227464,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          227465,Cena bez DPH,,Diagnostické činidlá
          227466,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          227467,Cena bez DPH,,Diagnostické činidlá
          227468,Cena bez DPH,,Filtračný papier
          227469,Cena bez DPH,,Tonerové náplne
          227470,Cena s DPH,,Elektrická energia
          227471,Cena bez DPH,,Laboratórne činidlá
          227472,Cena bez DPH,,Laboratórne pipety a príslušenstvo
          227473,Cena bez DPH,,Diagnostické činidlá
          227474,Cena bez DPH,,Diagnostické činidlá
          227475,Cena bez DPH,,Diagnostické činidlá
          227476,Cena s DPH,,Rôzne služby
          227477,Cena s DPH,,Technická kontrola
          227478,Cena s DPH,,"Pánty, kovanie a drobné príslušenstvo"
          227479,Cena bez DPH,,Zdravotné pomôcky
          227480,Cena s DPH,,"Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie"
          227481,Cena s DPH,,Čistiace a leštiace výrobky
          227482,Cena bez DPH,,Zdravotné pomôcky
          227483,Cena s DPH,,"Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie"
          227484,Cena s DPH,,Pneumatiky pre motorové vozidlá
          227485,Cena s DPH,,Skenery na používanie s počítačom
          227486,Cena s DPH,,Prístroje operačnej sály
          227487,Cena s DPH,,Zemný plyn
          227488,Cena s DPH,,Tabletový počítač
          227489,Cena bez DPH,,Poistenie zodpovednosti za škodu spôsobenú prevádzkou motorového vozidla
          227490,Cena bez DPH,,Enzýmy
          227491,Cena s DPH,,Vysávače prachu
          227492,Cena bez DPH,,Elektrická energia
          227493,Cena s DPH,,Elektrická energia
          227494,Cena bez DPH,,Rôzne potravinové výrobky a sušený tovar
          227495,Cena s DPH,,Bravčové výrobky
          227496,Cena bez DPH,,Kurčatá
          227497,Cena bez DPH,,"Potraviny, nápoje, tabak a príbuzné produkty"
          227498,Cena s DPH,,"Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia"
          227499,Cena bez DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          227500,Cena s DPH,,Plastové výrobky
          227501,Cena s DPH,,Laserové tlačiarne
          227502,Cena s DPH,,Laserové tlačiarne
          227503,Cena bez DPH,,Perfúzne roztoky
          227504,Cena s DPH,,Laná
          227505,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          227506,Cena s DPH,,Elektrická energia
          227507,Cena s DPH,,Šatníky
          227508,Cena s DPH,,Batohy
          227509,Cena s DPH,,Nosidlá
          227510,Cena s DPH,,Kancelárske potreby
          227511,Cena s DPH,,Zemný plyn
          227512,Cena s DPH,,Likvidácia a spracovanie odpadu
          227513,Cena s DPH,,Laserové tlačiarne
          227514,Cena s DPH,,"Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie"
          227515,Cena s DPH,,Potreby na infúzie
          227516,Cena s DPH,,Elektrická energia
          227517,Cena s DPH,,Kuchynské vybavenie
          227518,Cena s DPH,,Kancelárske potreby
          227519,Cena s DPH,,Likvidácia a spracovanie odpadu
          227520,Cena s DPH,,Predmety do kúpeľní a kuchýň
          227521,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          227522,Cena s DPH,,"Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar"
