contract_id,criterion,description,label
          139569,Cena s DPH,,Kladenie asfaltovej strešnej krytiny
          139570,Cena s DPH,,Hrebene
          139571,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139572,Cena s DPH,,Montáž žalúzií
          139573,Cena bez DPH,,Albumíny
          139574,Cena s DPH,,Betón
          139575,Cena s DPH,,Tlačiarenské služby
          139576,Cena s DPH,,Pravidelné letecké dopravné služby
          139577,Cena s DPH,,Stavebné práce na stavbe budov škôl
          139578,Cena s DPH,,Zdravotnícky nábytok
          139579,Cena s DPH,,Inštalovanie klimatizácie
          139580,Cena s DPH,,Kuchynské vybavenie
          139581,Cena s DPH,,Poľnohospodárske stroje
          139582,Cena s DPH,,Nábytok pre materské školy
          139583,Cena bez DPH,,Stroje na spracovanie údajov (hardvér)
          139584,Cena s DPH,,Poľnohospodárske stroje
          139585,Cena s DPH,,Tonerové náplne
          139586,Cena bez DPH,,Ventilátory a klimatizačné spotrebiče
          139587,Cena s DPH,,Učebné pomôcky a zariadenia
          139588,Cena bez DPH,,Stavebné práce na stavbe budov
          139589,Cena s DPH,,Kancelárske potreby
          139590,Cena s DPH,,"Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky"
          139591,Cena s DPH,,Čistiace a leštiace výrobky
          139592,Cena s DPH,,Železiarsky tovar
          139593,Cena bez DPH,,Oprava a údržba nákladných vozidiel
          139594,Cena bez DPH,,Služby cestnej dopravy
          139595,Cena s DPH,,Čistiace prostriedky na podlahu
          139596,Cena bez DPH,,Služby cestnej dopravy
          139597,Cena s DPH,,Hotový/surový betón
          139598,Cena s DPH,,Stolový počítač
          139599,Cena bez DPH,,Motorová nafta
          139600,Cena s DPH,,Biele tabule a magnetické tabule
          139601,Cena s DPH,,Toaletný papier
          139602,Cena s DPH,,Tlačiarenské služby
          139603,Cena s DPH,,Xerografický papier
          139604,Cena bez DPH,,Reklamné služby
          139605,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139606,Cena s DPH,,Tonerové náplne
          139607,Cena s DPH,,Špecializované chemické výrobky
          139608,Cena bez DPH,,Kancelárske potreby
          139609,Cena s DPH,,Letecké dopravné služby
          139610,Cena s DPH,,Špecializované chemické výrobky
          139611,Cena s DPH,,Osobné automobily
          139612,Cena bez DPH,,Softvérové programy na kreslenie a na vytváranie obrázkov
          139613,Cena bez DPH,,Pravidelné letecké dopravné služby
          139614,Cena s DPH,,Učebnice
          139615,Cena s DPH,,Stravné poukážky
          139616,Cena s DPH,,Jednorazové utierky
          139617,Cena bez DPH,,Stavebné práce
          139618,Cena s DPH,,Zariadenia na prípravu jedál
          139619,Cena bez DPH,,Tonerové náplne
          139620,Cena s DPH,,Kosačky
          139621,Cena s DPH,,Školiace (výcvikové) služby
          139622,Cena bez DPH,,Kancelárske potreby
          139623,Cena s DPH,,Obuv
          139624,Cena bez DPH,,Zdravotnícky spotrebný materiál
          139625,Cena s DPH,,Čistiace a leštiace výrobky
          139626,Cena s DPH,,Letecké dopravné služby
          139627,Cena s DPH,,Kuchynský nábytok a vybavenie
          139628,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          139629,Cena s DPH,,Letecké dopravné služby
          139630,Cena s DPH,,Nábytok
          139631,Cena s DPH,,Mobilné telefóny
          139632,Cena bez DPH,,Maliarske štetce
          139633,Cena s DPH,,Obkladanie stien
          139634,Cena s DPH,,Jednorazové rukavice
          139635,Cena s DPH,,Služby na vývoj softvéru pre oblasť vzdelávania
          139636,Cena s DPH,,Tonerové náplne
          139637,Cena s DPH,,Toaletný papier
          139638,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139639,Cena bez DPH,,Šikmé výťahy
          139640,Cena s DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          139641,Cena bez DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139642,Cena bez DPH,,Laserové tlačiarne
          139643,Cena bez DPH,,Motorové oleje
          139644,Cena s DPH,,Tonerové náplne
          139645,Cena s DPH,,Mydlo
          139646,Cena bez DPH,,Toaletný papier
          139647,Cena s DPH,,Elektrická energia
          139648,Cena bez DPH,,Koberce
          139649,Cena s DPH,,Papier na fotokopírovanie a xerografický papier
          139650,Cena bez DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          139651,Cena s DPH,,Technická inšpekcia a skúšanie
          139652,Cena bez DPH,,Anestézia a resuscitácia
          139653,Cena s DPH,,Zariadenia pre bazény
          139654,Cena s DPH,,Periférne vybavenie
          139655,Cena s DPH,,Nábytok
          139656,Cena s DPH,,Pravidelné letecké dopravné služby
          139657,Cena s DPH,,Učebnice
          139658,Cena s DPH,,Papier na tlač alebo iné grafické účely
          139659,Cena s DPH,,Motorové oleje
          139660,Cena s DPH,,Videorekordéry
          139661,Cena s DPH,,Papier na tlač alebo iné grafické účely
          139662,Cena s DPH,,Učebné pomôcky a zariadenia
          139663,Cena s DPH,,Čistiace výrobky
          139664,Cena s DPH,,Kolená
          139665,Cena s DPH,,Bezpečnostné kamery
          139666,Cena s DPH,,Nábytok pre materské školy
          139667,Cena bez DPH,,Značky na vozovke
          139668,Cena s DPH,,Obuv
          139669,Cena bez DPH,,Pranie a chemické čistenie
          139670,Cena s DPH,,Kancelárske potreby
          139671,Cena s DPH,,Základné anorganické a organické chemikálie
          139672,Cena s DPH,,Röntgenové prístroje
          139673,Cena s DPH,,Nádoby na ostré predmety
          139674,Cena s DPH,,Hygienické výrobky z papiera
          139675,Cena bez DPH,,Kontajnery a nádoby na odpad a odpadky
          139676,Cena s DPH,,Propagačný materiál
          139677,Cena s DPH,,Kancelárske potreby
          139678,Cena bez DPH,,Vzdelávanie dospelých na univerzitnej úrovni
          139679,Cena bez DPH,,Operačné stoly
          139680,Cena s DPH,,Cement
          139681,Cena s DPH,,Zvýrazňovače
          139682,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          139683,Cena bez DPH,,Operačná technika
          139684,Cena s DPH,,Tonerové náplne
          139685,Cena s DPH,,Kreslá
          139686,Cena s DPH,,Stoličky
          139687,Cena s DPH,,Diagnostické činidlá
          139688,Cena s DPH,,Klimatizačné zariadenia
          139689,Cena s DPH,,"Kosačky trávnikov, parkov alebo športovísk"
          139690,Cena bez DPH,,Prenosné počítače
          139691,Cena s DPH,,Veľké kontajnery
          139692,Cena s DPH,,Rôzne počítačové vybavenie
          139693,Cena bez DPH,,Analytické služby
          139694,Cena s DPH,,Školský nábytok
          139695,Cena s DPH,,Športový tovar a výbava
          139696,Cena bez DPH,,Kuchynské potreby
          139697,Cena s DPH,,Oprava a údržba osobných motorových vozidiel
          139698,Cena s DPH,,Motorové vozidlá
          139699,Cena s DPH,,Kancelárske potreby
          139700,Cena s DPH,,Rôzny nábytok a vybavenie
          139701,Cena bez DPH,,Služby cestnej dopravy
          139702,Cena s DPH,,Čistiace prostriedky na ruky
          139703,Cena bez DPH,,Umývačky riadu nie pre domácnosť
          139704,Cena s DPH,,Školský nábytok
          139705,Cena s DPH,,"Prísady do cementov, malty alebo betónu"
          139706,Cena s DPH,,Flash pamäť
          139707,Cena s DPH,,Natieračské práce povrchu vozoviek
          139708,Cena s DPH,,Prenosné počítače
          139709,Cena s DPH,,Čistiace a leštiace výrobky
          139710,Cena s DPH,,Maliarske a natieračské práce
          139711,Cena bez DPH,,Tepelnoizolačný materiál
          139712,Cena bez DPH,,Časti a príslušenstvo počítačov a spotrebný materiál k nim
          139713,Cena bez DPH,,Chladničky a mrazničky
          139714,Cena bez DPH,,Drevotriesková doska
          139715,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139716,Cena s DPH,,Návrh webových (www) sídiel
          139717,Cena bez DPH,,Liečivá pre srdcovú terapiu
          139718,Cena bez DPH,,Kancelárske potreby
          139719,Cena bez DPH,,Vitamíny
          139720,Cena s DPH,,Opravy a údržba striech
          139721,Cena bez DPH,,Tonerové náplne
          139722,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139723,Cena bez DPH,,Tlačené výrobky a príbuzné produkty
          139724,Cena s DPH,,Školský nábytok
          139725,Cena s DPH,,Konečná úprava tlače
          139726,Cena s DPH,,Práce na kompletnej alebo čiastočnej stavbe a práce inžinierskych stavieb
          139727,Cena bez DPH,,Diagnostické ultrazvukové prístroje
          139728,Cena s DPH,,Tonerové náplne
          139729,Cena bez DPH,,Diagnostické ultrazvukové prístroje
          139730,Cena s DPH,,"Prísady do cementov, malty alebo betónu"
          139731,Cena s DPH,,"Okná, dvere a súvisiace prvky"
          139732,Cena s DPH,,Postele a lôžkoviny a špeciálne mäkké vybavenie
          139733,Cena bez DPH,,Zdravotnícke vybavenie
          139734,Cena s DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          139735,Cena bez DPH,,Hodnotenie a prehodnotenie zabezpečenia systému kvality
          139736,Cena s DPH,,Pracovné odevy
          139737,Cena s DPH,,Školský nábytok
          139738,Cena s DPH,,Sanitárne výrobky
          139739,Cena bez DPH,,Prístroje na meranie a kontrolu
          139740,Cena s DPH,,Okná
          139741,Cena s DPH,,Pracovné odevy
          139742,Cena s DPH,,Nábytok
          139743,Cena s DPH,,Prenosné počítače
          139744,Cena s DPH,,Tonerové náplne
          139745,Cena bez DPH,,Analgetiká
          139746,Cena s DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          139747,Cena bez DPH,,Analgetiká
          139748,Cena s DPH,,Školský nábytok
          139749,Cena bez DPH,,Zdravotnícke vybavenie
          139750,Cena s DPH,,Kancelársky nábytok
          139751,Cena bez DPH,,Liečivá proti Parkinsonovej chorobe
          139752,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          139753,Cena bez DPH,,Psycholeptiká
          139754,Cena s DPH,,Kabeláž siete
          139755,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139756,Cena bez DPH,,Psycholeptiká
          139757,Cena bez DPH,,Liečivá pre dýchací systém
          139758,Cena s DPH,,Práčky a sušičky bielizne
          139759,Cena bez DPH,,Liečivá pre dýchací systém
          139760,Cena bez DPH,,Rôzne liečivá
          139761,Cena bez DPH,,Toner do fotokopírovacích strojov
          139762,Cena s DPH,,Pravidelné letecké dopravné služby
          139763,Cena s DPH,,Hračky
          139764,Cena s DPH,,Lekárske plyny
          139765,Cena s DPH,,Reflexné vesty
          139766,Cena s DPH,,Visiace zámky
          139767,Cena s DPH,,Elektromateriály
          139768,Cena bez DPH,,"Pražiace pece, trúby, ohrievače jedla a variče"
          139769,Cena s DPH,,Reflexné pásky
          139770,Cena s DPH,,Žiarovky
          139771,Cena s DPH,,Upínadlá/spony
          139772,Cena s DPH,,Sieťové smerovače
          139773,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          139774,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          139775,Cena s DPH,,Školenie pracovníkov
          139776,Cena bez DPH,,Elektrická energia
          139777,Cena s DPH,,Tabletový počítač
          139778,Cena s DPH,,Prenosné počítače
          139779,Cena s DPH,,Detekčné prístroje
          139780,Cena s DPH,,Osobné automobily
          139781,Cena s DPH,,Ručné elektromechanické nástroje
          139782,Cena s DPH,,Lampy/svietidlá a príslušenstvo k nim
          139783,Cena bez DPH,,Oprava a údržba nákladných vozidiel
          139784,Cena s DPH,,Alternátory
          139785,Cena bez DPH,,Osobné automobily
          139786,Cena s DPH,,Stropné svetlá
          139787,Cena s DPH,,Nábytok
          139788,Cena s DPH,,Kancelárske potreby
          139789,Cena bez DPH,,Drvený a mletý kameň
          139790,Cena s DPH,,Osobné počítače
          139791,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139792,Cena s DPH,,Uteráky
          139793,Cena s DPH,,Rôzne vybavenie a zariadenie interiérov
          139794,Cena s DPH,,"Toaletný papier, vreckovky, uteráky na ruky a servítky"
          139795,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          139796,Cena bez DPH,,Vybavenie na riadenie cestnej dopravy
          139797,Cena s DPH,,Maliarske a natieračské práce
          139798,Cena s DPH,,Softvérový balík na automatizáciu kancelárskych prác
          139799,Cena s DPH,,Drobné kancelárske vybavenie
          139800,Cena bez DPH,,Elektrické zváracie zariadenia
          139801,Cena s DPH,,Kontajnery na odpadový materiál
          139802,Cena s DPH,,Chladničky a mrazničky
          139803,Cena s DPH,,Skúmavky
          139804,Cena bez DPH,,Lekárske odevy
          139805,Cena bez DPH,,Zemný plyn
          139806,Cena bez DPH,,Papier na fotokopírovanie a xerografický papier
          139807,Cena bez DPH,,Elektrické zariadenia a prístroje
          139808,Cena s DPH,,Klimatizačné zariadenia
          139809,Cena s DPH,,Papier na tlač alebo iné grafické účely
          139810,Cena bez DPH,,Softvérové balíky a informačné systémy
          139811,Cena s DPH,,Časti počítačov
          139812,Cena bez DPH,,Maliarske a natieračské práce
          139813,Cena bez DPH,,Stroje na spracovanie údajov (hardvér)
          139814,Cena bez DPH,,Pracovné stanice
          139815,Cena s DPH,,Ručné nástroje
          139816,Cena bez DPH,,Stany
          139817,Cena s DPH,,Elektronické analytické váhy
          139818,Cena s DPH,,Práčky a sušičky bielizne
          139819,Cena bez DPH,,Papier na fotokopírovanie
          139820,Cena s DPH,,"Toaletný papier, vreckovky, uteráky na ruky a servítky"
          139821,Cena s DPH,,Škatule na kompost
          139822,Cena s DPH,,Priemyselné vybavenie kuchýň
          139823,Cena bez DPH,,Oprava a údržba nákladných vozidiel
          139824,Cena bez DPH,,Čistiace výrobky
          139825,Cena s DPH,,Kancelárske potreby
          139826,Cena bez DPH,,"Endoskopia, endochirurgické prístroje"
          139827,Cena s DPH,,Stravné poukážky
          139828,Cena s DPH,,Mazacie prípravky
          139829,Cena s DPH,,Pamäťové archivačné médiá
          139830,Cena bez DPH,,Požičiavanie autobusov a autokarov s vodičom
          139831,Cena bez DPH,,"Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily"
          139832,Cena s DPH,,Poľnohospodárske stroje
          139833,Cena bez DPH,,Stojany na tlačoviny
          139834,Cena bez DPH,,Tonerové náplne
          139835,Cena bez DPH,,Skartovače
          139836,Cena bez DPH,,Maliarske a natieračské práce
          139837,Cena s DPH,,"Sústruhy, vŕtačky a frézovačky"
          139838,Cena s DPH,,Pravidelné letecké dopravné služby
          139839,Cena s DPH,,Sanitárne výrobky
          139840,Cena bez DPH,,Prevodové skrine
          139841,Cena bez DPH,,Uteráky
          139842,Cena bez DPH,,Nabíjače batérií
          139843,Cena s DPH,,Motorizované lôžka
          139844,Cena s DPH,,Učebnice
          139845,Cena bez DPH,,Elektronické zariadenia
          139846,Cena s DPH,,Enzýmy
          139847,Cena bez DPH,,Kreslá
          139848,Cena s DPH,,Mechanické náradie
          139849,Cena bez DPH,,Mechanické náradie
          139850,Cena s DPH,,Diagnostické činidlá
          139851,Cena s DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          139852,Cena s DPH,,Technické plyny
          139853,Cena bez DPH,,"Náradie, zámky, kľúče, pánty, upínadlá, reťaz a pružiny"
          139854,Cena bez DPH,,Kryochirurgia a kryoterapeutické prístroje
          139855,Cena s DPH,,Priemyselné vybavenie kuchýň
          139856,Cena s DPH,,Základné anorganické chemikálie
          139857,Cena s DPH,,"Opravy a údržba elektrických strojov, prístrojov a súvisiaceho vybavenia"
          139858,Cena s DPH,,Betónové výrobky
          139859,Cena s DPH,,Vodorovné žalúzie
          139860,Cena bez DPH,,Skrine
          139861,Cena s DPH,,Toner do fotokopírovacích strojov
          139862,Cena s DPH,,Školský nábytok
          139863,Cena bez DPH,,Elektroterapeutické prístroje
          139864,Cena bez DPH,,Kúrenárske materiály
          139865,Cena s DPH,,"Náterové farby, laky a tmely"
          139866,Cena bez DPH,,Kúrenárske materiály
          139867,Cena s DPH,,Cement
          139868,Cena s DPH,,Čistiace a leštiace výrobky
          139869,Cena bez DPH,,Farby a pigmenty
          139870,Cena s DPH,,Betónové výrobky
          139871,Cena s DPH,,Kancelárske potreby
          139872,Cena s DPH,,Montáž okien
          139873,Cena bez DPH,,"Echo, ultrazvukové a dopplerovské zobrazovacie zariadenia"
          139874,Cena bez DPH,,Vodoinštalácie
          139875,Cena s DPH,,Stoly
          139876,Cena bez DPH,,Softvérový balík na obchodné transakcie a osobné podnikanie
          139877,Cena s DPH,,Prenosné počítače
          139878,Cena s DPH,,Oprava a údržba osobných motorových vozidiel
          139879,Cena s DPH,,Predmety osobnej starostlivosti
          139880,Cena s DPH,,Jedálenské stoly
          139881,Cena s DPH,,Nádoby na jedlo
          139882,Cena s DPH,,Učebnice
          139883,Cena bez DPH,,Brúsne kotúče
          139884,Cena s DPH,,Traktory/ťahače
          139885,Cena s DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          139886,Cena bez DPH,,Cestné príslušenstvo
          139887,Cena bez DPH,,Vozidlá s náhonom štyroch kolies
          139888,Cena bez DPH,,"Endoskopia, endochirurgické prístroje"
          139889,Cena bez DPH,,Krmivo pre zvieratá
          139890,Cena bez DPH,,Glycerín
          139891,Cena s DPH,,Pipetové hroty
          139892,Cena s DPH,,Učebnice
          139893,Cena bez DPH,,Bezpečnostné kamery
          139894,Cena s DPH,,Drôty
          139895,Cena s DPH,,Gumená pružná podložka
          139896,Cena bez DPH,,"Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar"
          139897,Cena s DPH,,Pracie prostriedky
          139898,Cena bez DPH,,Rozvod elektriny a súvisiace služby
          139899,Cena s DPH,,Prenosné počítače
          139900,Cena s DPH,,"Sedadlá, stoličky a podobné výrobky a súvisiace časti"
          139901,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139902,Cena bez DPH,,Prístroje na detekciu a rozbory
          139903,Cena bez DPH,,Etanol
          139904,Cena bez DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          139905,Cena bez DPH,,Oprava a údržba nákladných vozidiel
          139906,Cena s DPH,,Nástroje na kontrolu fyzikálnych vlastností
          139907,Cena s DPH,,"Sterilizačné, dezinfekčné a hygienické prístroje"
          139908,Cena s DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          139909,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139910,Cena s DPH,,Samokopírovací a iný kopírovací papier
          139911,Cena s DPH,,Vyhrievacie dosky
          139912,Cena bez DPH,,Televízne a rozhlasové prijímače a prístroje na záznam alebo reprodukciu zvuku alebo obrazu
          139913,Cena bez DPH,,Zlúčeniny s amínovou funkčnou skupinou
          139914,Cena bez DPH,,Endoskopy
          139915,Cena s DPH,,Zariadenia na prípravu jedál
          139916,Cena s DPH,,"Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov"
          139917,Cena s DPH,,Zdravotnícky spotrebný materiál
          139918,Cena bez DPH,,Endoskopy
          139919,Cena bez DPH,,Softvérové balíky a informačné systémy
          139920,Cena s DPH,,Učebnice
          139921,Cena s DPH,,Rôzne tlačoviny
          139922,Cena bez DPH,,Lekárničky
          139923,Cena s DPH,,Obnova povrchu vozoviek
          139924,Cena s DPH,,Poľnohospodárske stroje
          139925,Cena s DPH,,Bravčové mäso
          139926,Cena s DPH,,Kosačky
          139927,Cena s DPH,,Pracie prostriedky
          139928,Cena s DPH,,Pohrebný spotrebný materiál
          139929,Cena s DPH,,Papier na tlač alebo iné grafické účely
          139930,Cena bez DPH,,"Škatuľové zaraďovače, listové priehradky, skladovacie škatule a podobné výrobky"
          139931,Cena s DPH,,Vína
          139932,Cena s DPH,,Papier na tlač alebo iné grafické účely
          139933,Cena bez DPH,,Tonerové náplne
          139934,Cena bez DPH,,Tabletový počítač
          139935,Cena bez DPH,,Chirurgický laser
          139936,Cena s DPH,,Šmirgeľ
          139937,Cena bez DPH,,Lekárničky
          139938,Cena s DPH,,Pneumatiky pre motorové vozidlá
          139939,Cena s DPH,,Elektronické karty
          139940,Cena s DPH,,Stavebné materiály
          139941,Cena s DPH,,Tabule
          139942,Cena s DPH,,Laserové tlačiarne
          139943,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139944,Cena bez DPH,,Fotokopírovacie stroje
          139945,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          139946,Cena s DPH,,Prenosné počítače
          139947,Cena s DPH,,Podlahové krytiny
          139948,Cena bez DPH,,Angiografický spotrebný materiál
          139949,Cena s DPH,,Odvlhčovače
          139950,Cena s DPH,,Čistenie (upratovanie) budov
          139951,Cena s DPH,,Softvérové balíky a informačné systémy
          139952,Cena bez DPH,,Strážne služby
          139953,Cena s DPH,,Osobné počítače
          139954,Cena bez DPH,,Služby cestnej dopravy
          139955,Cena s DPH,,Chladničky
          139956,Cena bez DPH,,"Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky"
          139957,Cena bez DPH,,Osobné automobily
          139958,Cena s DPH,,Papierové uteráky na ruky
          139959,Cena bez DPH,,Kancelárske potreby
          139960,Cena bez DPH,,Tonerové náplne
          139961,Cena s DPH,,Pravidelné letecké dopravné služby
          139962,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139963,Cena s DPH,,Drevný odpad
          139964,Cena s DPH,,Kotol miestneho vykurovania
          139965,Cena s DPH,,Učebnice
          139966,Cena s DPH,,Prenosné počítače
          139967,Cena s DPH,,Obuv
          139968,Cena s DPH,,Podlahové krytiny
          139969,Cena s DPH,,Pneumatiky pre motorové vozidlá
          139970,Cena s DPH,,Meracie nástroje
          139971,Cena s DPH,,Kanalizačné služby
          139972,Cena s DPH,,Kontajnery a nádoby na odpad a odpadky
          139973,Cena s DPH,,Obuv
          139974,Cena s DPH,,Stavebné materiály
          139975,Cena bez DPH,,Rohože
          139976,Cena s DPH,,Práčky a sušičky bielizne
          139977,Cena bez DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139978,Cena s DPH,,Motorizované lôžka
          139979,Cena s DPH,,Právne poradenstvo a informačné služby
          139980,Cena s DPH,,Vozíky
          139981,Cena bez DPH,,"Sterilizačné, dezinfekčné a hygienické prístroje"
          139982,Cena bez DPH,,"Sterilizačné, dezinfekčné a hygienické prístroje"
          139983,Cena s DPH,,Tonerové náplne
          139984,Cena s DPH,,Kancelárske potreby
          139985,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          139986,Cena bez DPH,,Pracie prostriedky
          139987,Cena s DPH,,Prístroje na detekciu a rozbory
          139988,Cena bez DPH,,Pracovné odevy
          139989,Cena s DPH,,Nohavice
          139990,Cena bez DPH,,Chemické výrobky
          139991,Cena s DPH,,Zdravotné pomôcky
          139992,Cena s DPH,,Traktory/ťahače
          139993,Cena s DPH,,Drviče
          139994,Cena s DPH,,Mechanizmy na nakladanie alebo manipuláciu
          139995,Cena s DPH,,Osobné počítače
          139996,Cena s DPH,,Kancelárske potreby
          139997,Cena s DPH,,Kancelárske potreby
          139998,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          139999,Cena s DPH,,Učebnice
          140000,Cena bez DPH,,"Sterilizačné, dezinfekčné a hygienické prístroje"
          140001,Cena s DPH,,Tabletový počítač
          140002,Cena s DPH,,Kancelársky nábytok
          140003,Cena s DPH,,Prenosné počítače
          140004,Cena s DPH,,Prenosné počítače
          140005,Cena bez DPH,,Stolový počítač
          140006,Cena s DPH,,Zariadenia závodných jedální
          140007,Cena s DPH,,Nábytok
          140008,Cena bez DPH,,Kardiografy
          140009,Cena s DPH,,Záchodové misy
          140010,Cena bez DPH,,Chladiace a mraziace zariadenia
          140011,Cena bez DPH,,Pracovné stanice
          140012,Cena s DPH,,"Škatuľové zaraďovače, listové priehradky, skladovacie škatule a podobné výrobky"
          140013,Cena s DPH,,"Koberce, rohože a predložky"
          140014,Cena bez DPH,,Počítačové monitory a konzoly
          140015,Cena s DPH,,Elektrické kávovary
          140016,Cena bez DPH,,Vodoinštalácie
          140017,Cena s DPH,,Zariadenia na prípravu jedál
          140018,Cena bez DPH,,"Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia"
          140019,Cena bez DPH,,Vodoinštalácie
          140020,Cena s DPH,,Stavebné práce na kancelárskych budovách
          140021,Cena s DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          140022,Cena bez DPH,,Kosačky
          140023,Cena s DPH,,Vybavenie na vyučovanie
          140024,Cena s DPH,,Nástenné klimatizačné mechanizmy
          140025,Cena s DPH,,Odevy
          140026,Cena s DPH,,Príslušenstvo na manipuláciu s tovarom na báze oceľových lán
          140027,Cena s DPH,,Fotokopírovacie stroje
          140028,Cena s DPH,,Nástenné klimatizačné mechanizmy
          140029,Cena bez DPH,,Motorová nafta
          140030,Cena s DPH,,Tlačiarenské služby
          140031,Cena s DPH,,Kreslá
          140032,Cena s DPH,,Chemické výrobky
          140033,Cena s DPH,,Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál
          140034,Cena s DPH,,Chirurgické rukavice
          140035,Cena s DPH,,Valce pre kancelárske stroje
          140036,Cena s DPH,,Kanyly
          140037,Cena s DPH,,Chirurgické implantáty
          140038,Cena s DPH,,Diagnostické súpravy
          140039,Cena s DPH,,Identifikačné karty
          140040,Cena s DPH,,Čakany
          140041,Cena s DPH,,Podlahové krytiny
          140042,Cena s DPH,,Zdravotnícke vybavenie
          140043,Cena bez DPH,,Zváracie materiály
          140044,Cena s DPH,,Rôzne sedadlá a stoličky
          140045,Cena s DPH,,Toner do fotokopírovacích strojov
          140046,Cena s DPH,,Čistiace výrobky
          140047,Cena s DPH,,"Kosačky trávnikov, parkov alebo športovísk"
          140048,Cena s DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          140049,Cena s DPH,,Opravárske a údržbárske služby
          140050,Cena s DPH,,Papier na fotokopírovanie a xerografický papier
          140051,Cena bez DPH,,Železo
          140052,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          140053,Cena s DPH,,Čistiace a leštiace výrobky
          140054,Cena s DPH,,Ploché displeje
          140055,Cena bez DPH,,Osvetľovacie zariadenia a elektrické žiarovky
          140056,Cena bez DPH,,Strážne služby
          140057,Cena bez DPH,,Piesok
          140058,Cena s DPH,,Stavebné práce
          140059,Cena s DPH,,Kancelárske potreby
          140060,Cena s DPH,,Opravy betónom
          140061,Cena s DPH,,Žiarovky
          140062,Cena s DPH,,Kancelárske potreby
          140063,Cena s DPH,,Bloky
          140064,Cena s DPH,,Fixky
          140065,Cena s DPH,,Čistenie (upratovanie) budov
          140066,Cena bez DPH,,Drvený a mletý kameň
          140067,Cena bez DPH,,Drvený a mletý kameň
          140068,Cena bez DPH,,Drvený a mletý kameň
          140069,Cena s DPH,,Časti a príslušenstvo fotokopírovacích prístrojov
          140070,Cena bez DPH,,Kancelárske potreby
          140071,Cena bez DPH,,Náterové farby
          140072,Cena s DPH,,Stolový počítač
          140073,Cena s DPH,,Motorizované lôžka
          140074,Cena s DPH,,Elektrochirurgické jednotky
          140075,Cena s DPH,,Pohrebný spotrebný materiál
          140076,Cena s DPH,,Trubicové svietidlá
          140077,Cena bez DPH,,Plošinové nákladné automobily
          140078,Cena s DPH,,Kancelárske potreby
          140079,Cena s DPH,,Mydlo
          140080,Cena s DPH,,Tonerové náplne
